GeneID,bsf,pcf
Tb927.7.5260,3.27,5.71
Tb927.10.5510,5.54,3.45
Tb11.v5.0341,5.47,3.52
Tb927.10.5060,5.47,3.52
Tb927.7.2130,5.44,3.55
Tb927.9.11790,5.41,3.58
Tb927.9.11800,5.41,3.58
Tb927.4.2730,5.36,3.63
Tb927.10.12170,5.35,3.64
Tb927.9.7480,5.14,3.85
Tb927.7.3910,5.04,3.95
Tb927.1.4010,4.29,4.7
Tb927.11.12880,3.31,5.68
Tb927.5.2030,3.26,5.73
Tb927.10.2410,5.47,3.53
Tb927.11.6890,5.4,3.6
Tb927.11.10280,5.37,3.63
Tb927.6.1160,5.33,3.67
Tb927.11.2220,5.31,3.69
Tb927.3.730,5.3,3.7
Tb927.5.1950,5.25,3.75
Tb927.11.8920,5.22,3.78
Tb927.5.920,5.05,3.95
Tb927.11.12280,3.69,5.31
Tb927.8.6560,3.44,5.56
Tb927.4.5390,5.46,3.55
Tb927.3.810,5.44,3.57
Tb927.10.300,5.41,3.6
Tb927.11.16370,5.36,3.65
Tb927.11.5350,5.35,3.66
Tb927.10.13640,5.17,3.84
Tb11.v5.0446,5.16,3.85
Tb927.10.10310,5.16,3.85
Tb927.6.2080,5,4.01
Tb927.4.2470,4.99,4.02
Tb927.10.1930,3.93,5.08
Tb927.10.13040,3.3,5.71
Tb927.3.3570,3.25,5.76
Tb11.0320,4.32,4.69
Tb927.11.7690,4.32,4.69
Tb927.9.8330,5.43,3.59
Tb927.7.6210,5.42,3.6
Tb927.5.2310,5.4,3.62
Tb927.11.8780,4.93,4.09
Tb927.8.6410,3.2,5.82
Tb927.5.2660,5.14,3.89
Tb11.v5.0204,3.53,5.5
Tb927.10.6120,3.53,5.5
Tb11.v5.0597,5.44,3.59
Tb927.10.4800,5.44,3.59
Tb927.11.11580,5.37,3.66
Tb927.11.1610,5.19,3.84
Tb927.11.3170,5.55,3.49
Tb927.7.7160,5.46,3.58
Tb927.11.12980,5.45,3.59
Tb927.5.4010,5.43,3.61
Tb927.10.8860,5.37,3.67
Tb927.8.6020,5.3,3.74
Tb927.6.1130,5.26,3.78
Tb927.4.3120,5.24,3.8
Tb11.v5.0959,5.24,3.8
Tb927.4.1480,4.86,4.18
Tb927.4.4760,4.61,4.43
Tb927.11.14700,3.27,5.77
Tb927.5.3300,5.44,3.6
Tb927.11.15930,5.51,3.54
Tb927.10.6750,5.41,3.64
Tb927.10.6760,5.41,3.64
Tb927.4.1140,5.29,3.76
Tb927.9.6710,4.52,4.53
Tb927.5.3780,3.27,5.78
Tb927.10.5070,5.55,3.51
Tb11.v5.0340,5.55,3.51
Tb927.11.7390,3.46,5.6
Tb927.11.11350,5.44,3.62
Tb927.11.10920,5.42,3.64
Tb927.7.4230,5.41,3.65
Tb927.10.2310,5.28,3.78
Tb927.4.1120,5.28,3.78
Tb927.4.420,5.12,3.94
Tb11.v5.0744,5.12,3.94
Tb11.v5.0640,5.11,3.95
Tb927.2.3930,5.11,3.95
Tb927.11.1940,3.45,5.61
Tb927.6.4570,3.33,5.73
Tb927.7.5410,5.58,3.49
Tb927.7.5430,5.58,3.49
Tb927.11.2970,5.46,3.61
Tb927.5.850,5.43,3.64
Tb927.10.16030,5.41,3.66
Tb927.3.3340,3.23,5.84
Tb927.3.3020,5.54,3.54
Tb927.4.2520,5.49,3.59
Tb927.9.10170,5.48,3.6
Tb927.7.2350,5.47,3.61
Tb927.2.5260,5.38,3.7
Tb927.1.4470,5.35,3.73
Tb927.10.6960,5.32,3.76
Tb927.10.11370,5.24,3.84
Tb927.6.1110,5.07,4.01
Tb927.10.11190,4.43,4.65
Tb927.8.2370,4.05,5.03
Tb11.v5.0253,5.5,3.59
Tb927.11.7300,5.5,3.59
Tb927.8.7800,5.46,3.63
Tb927.3.4700,5.43,3.66
Tb927.3.4700,5.43,3.66
Tb927.9.6150,4.21,4.88
Tb927.4.970,3.53,5.56
Tb927.5.2430,3.24,5.85
Tb927.10.6200,3.18,5.91
Tb927.10.11960,5.59,3.51
Tb927.11.2040,5.51,3.59
Tb927.7.5740,5.51,3.59
Tb927.11.490,5.49,3.61
Tb927.7.5720,5.27,3.83
Tb927.11.2550,5.16,3.94
Tb927.10.9040,4.52,4.58
Tb927.9.12310,4.43,4.67
Tb927.9.1530,4.18,4.92
Tb927.4.1960,3.75,5.35
Tb927.5.2580,3.3,5.8
Tb927.11.950,5.48,3.62
Tb927.7.1840,5.4,3.7
Tb927.7.1880,5.4,3.7
Tb927.8.4800,5.4,3.7
Tb927.10.14370,3.37,5.73
Tb927.11.10810,5.56,3.55
Tb927.9.7260,5.56,3.55
Tb927.6.3720,5.51,3.6
Tb927.3.870,5.5,3.61
Tb927.4.4100,5.49,3.62
Tb927.1.220,5.48,3.63
Tb927.6.3760,5.45,3.66
Tb927.11.14760,5.45,3.66
Tb927.5.2180,5.35,3.76
Tb927.5.2210,5.35,3.76
Tb927.5.2240,5.35,3.76
Tb927.8.6140,5.35,3.76
Tb927.11.15340,4.5,4.61
Tb927.11.15830,4.23,4.88
Tb11.v5.0683,4.23,4.88
Tb10.v4.0037,5.47,3.65
Tb927.10.4470,5.47,3.65
Tb927.8.7580,5.34,3.78
Tb927.4.310,4.81,4.31
Tb927.11.10710,4.27,4.85
Tb927.11.15010,3.32,5.8
Tb927.10.7320,3.23,5.89
Tb927.9.4230,5.58,3.54
Tb927.11.11160,5.57,3.55
Tb927.3.5200,5.57,3.55
Tb09.v4.0107,5.53,3.59
Tb927.9.6720,5.41,3.71
Tb927.11.11240,5.58,3.55
Tb927.2.2180,5.55,3.58
Tb927.7.4580,5.52,3.61
Tb927.9.1790,5.52,3.61
Tb927.8.4680,5.42,3.71
Tb927.10.11860,5.37,3.76
Tb927.7.3140,5.34,3.79
Tb927.4.1350,5.05,4.08
Tb927.3.2760,4.87,4.26
Tb927.8.830,4.81,4.32
Tb927.10.13220,4.74,4.39
Tb927.5.3660,5.61,3.52
Tb927.11.5530,5.48,3.65
Tb927.5.1390,5.44,3.69
Tb927.11.9680,5.44,3.69
Tb927.11.14410,5.4,3.73
Tb927.2.5140,3.43,5.7
Tb927.9.12000,5.64,3.5
Tb927.8.8290,5.55,3.59
Tb927.3.3480,5.53,3.61
Tb927.11.16840,5.5,3.64
Tb927.11.16840,5.5,3.64
Tb927.6.1620,5.41,3.73
Tb11.v5.0203,5.25,3.89
Tb927.10.6110,5.25,3.89
Tb927.5.2970,5.18,3.96
Tb927.9.13130,4.27,4.87
Tb927.4.520,5.14,4.01
Tb927.10.3470,5.49,3.66
Tb927.3.5260,5.45,3.7
Tb927.1.5100,5.42,3.73
Tb927.1.4250,5.42,3.73
Tb927.8.3370,5.36,3.79
Tb927.7.4370,4.61,4.54
Tb927.3.4210,4.41,4.74
Tb927.11.14660,3.25,5.9
Tb927.1.4710,5.61,3.55
Tb927.10.11410,5.52,3.64
Tb927.5.3570,5.42,3.74
Tb927.8.600,5.42,3.74
Tb11.v5.0289,5.07,4.09
Tb927.11.12770,5.07,4.09
Tb927.10.1440,3.33,5.83
Tb927.10.4670,5.62,3.55
Tb927.8.8090,5.6,3.57
Tb927.8.8100,5.6,3.57
Tb927.10.4540,5.56,3.61
Tb927.7.5615,5.56,3.61
Tb927.6.3360,5.55,3.62
Tb927.11.1080,5.5,3.67
Tb11.v5.0553,5.47,3.7
Tb927.11.12290,5.44,3.73
Tb927.9.13340,5.38,3.79
Tb927.10.9390,5.36,3.81
Tb927.7.3000,5.27,3.9
Tb927.4.5320,5.22,3.95
Tb927.10.14590,5.18,3.99
Tb11.v5.0515,4.52,4.65
Tb927.10.15300,4.52,4.65
Tb927.3.5630,3.51,5.66
Tb927.4.1580,5.63,3.55
Tb927.4.1110,5.62,3.56
Tb927.10.12420,5.58,3.6
Tb927.6.4040,5.53,3.65
Tb927.10.16020,5.53,3.65
Tb927.5.2980,5.5,3.68
Tb927.4.3910,5.49,3.69
Tb927.10.15460,5.36,3.82
Tb11.v5.0721,5.31,3.87
Tb927.8.2870,5.31,3.87
Tb927.5.560,4.32,4.86
Tb927.5.3140,3.62,5.56
Tb927.3.1890,3.28,5.9
Tb927.9.7400,5.62,3.57
Tb11.v5.0967,5.58,3.61
Tb927.4.3000,5.58,3.61
Tb927.10.10690,5.56,3.63
Tb927.6.1210,5.38,3.81
Tb927.10.2480,4.97,4.22
Tb927.4.2910,4.6,4.59
Tb927.1.4230,3.43,5.76
Tb927.1.3840,3.38,5.81
Tb927.8.6650,3.28,5.91
Tb11.v5.0269,5.45,3.74
Tb927.7.4560,5.45,3.74
Tb927.11.11840,5.45,3.74
Tb927.11.5460,5.44,3.75
Tb927.10.9060,5.4,3.79
Tb927.11.7045,5.66,3.54
Tb927.6.2800,5.5,3.7
Tb927.9.12280,5.5,3.7
Tb927.8.3930,5.43,3.77
Tb927.8.1360,4.99,4.21
Tb927.3.4690,4.48,4.72
Tb927.10.9860,4.17,5.03
Tb927.10.15650,3.41,5.79
Tb11.v5.0465,3.41,5.79
Tb927.11.15590,3.32,5.88
Tb927.8.2230,5.48,3.72
Tb927.10.15960,5.56,3.65
Tb927.4.930,5.61,3.6
Tb927.5.3620,5.61,3.6
Tb927.3.2120,5.57,3.64
Tb927.9.14330,5.51,3.7
Tb927.9.5350,5.48,3.73
Tb927.3.1630,5.45,3.76
Tb927.6.1510,3.39,5.82
Tb927.9.2320,3.37,5.84
Tb927.11.10670,3.35,5.86
Tb927.7.3730,5.6,3.62
Tb927.4.3500,5.52,3.7
Tb927.4.3520,5.52,3.7
Tb927.11.15060,5.47,3.75
Tb927.11.15060,5.47,3.75
Tb927.8.3640,5.62,3.6
Tb927.3.2870,5.53,3.69
Tb927.6.2540,5.41,3.81
Tb927.8.4140,4.78,4.44
Tb927.10.8670,3.43,5.79
Tb927.9.1360,5.65,3.58
Tb927.9.12930,5.61,3.62
Tb927.10.7830,5.59,3.64
Tb927.4.2290,5.57,3.66
Tb927.10.14660,5.51,3.72
Tb927.10.10050,5.2,4.03
Tb927.3.2810,4.73,4.5
Tb927.7.1370,4.6,4.63
Tb927.9.12490,4.52,4.71
Tb927.9.10070,4.43,4.8
Tb927.11.7450,4.16,5.07
Tb11.v5.0600,4.16,5.07
Tb927.6.2910,3.73,5.5
Tb927.5.740,3.52,5.71
Tb927.8.5310,3.42,5.81
Tb927.3.3240,3.31,5.92
Tb927.4.1590,5.62,3.62
Tb927.4.1590,5.62,3.62
Tb927.5.1860,5.52,3.72
Tb927.3.900,5.51,3.73
Tb11.v5.0512,5.48,3.76
Tb927.10.2180,5.48,3.76
Tb927.6.610,5.28,3.96
Tb927.7.630,3.23,6.01
Tb927.8.1200,5.71,3.54
Tb927.3.1390,5.66,3.59
Tb927.10.1960,5.48,3.77
Tb927.11.8070,5.43,3.82
Tb927.8.6750,5.41,3.84
Tb927.8.2510,3.5,5.75
Tb927.10.10110,5.68,3.58
Tb927.10.530,5.68,3.58
Tb927.3.1830,5.67,3.59
Tb927.7.170,5.66,3.6
Tb927.7.1390,5.66,3.6
Tb927.6.3980,5.64,3.62
Tb927.11.11810,5.59,3.67
Tb927.8.4830,5.5,3.76
Tb927.11.9490,5.19,4.07
Tb927.11.11385,5.8,3.47
Tb927.8.4520,5.8,3.47
Tb927.8.4510,5.67,3.6
Tb927.6.4170,5.65,3.62
Tb927.8.3990,5.64,3.63
Tb927.2.5200,5.62,3.65
Tb927.10.2760,5.62,3.65
Tb927.10.13870,5.61,3.66
Tb927.2.4990,5.56,3.71
Tb927.9.1660,5.56,3.71
Tb927.11.750,5.37,3.9
Tb927.10.13230,5.3,3.97
Tb927.7.1510,4.32,4.95
Tb11.v5.0383,4.29,4.98
Tb927.1.1150,4.29,4.98
Tb927.10.1410,4.23,5.04
Tb927.11.9900,4.07,5.2
Tb927.4.3690,3.76,5.51
Tb927.11.11130,3.24,6.03
Tb927.8.7350,3.2,6.07
Tb927.11.13760,5.68,3.6
Tb927.9.7060,5.46,3.82
Tb927.8.2390,5.06,4.22
Tb927.11.14850,5.02,4.26
Tb927.2.5900,4.72,4.56
Tb927.10.5900,3.98,5.3
Tb927.3.1500,5.69,3.59
Tb927.11.11530,5.24,4.04
Tb927.9.10650,5.72,3.57
Tb927.11.16690,5.63,3.66
Tb927.7.5810,5.63,3.66
Tb927.11.10460,5.46,3.83
Tb927.11.7200,5.23,4.06
Tb927.10.5220,3.26,6.03
Tb11.v5.0235,3.26,6.03
Tb927.6.730,5.65,3.64
Tb927.11.12365,5.61,3.68
Tb927.8.2930,5.77,3.53
Tb927.8.2940,5.77,3.53
Tb927.5.2470,5.7,3.6
Tb927.5.2750,5.7,3.6
Tb927.6.3240,5.69,3.61
Tb927.8.7130,5.67,3.63
Tb927.3.5460,5.66,3.64
Tb927.8.5080,5.65,3.65
Tb927.3.1270,5.29,4.01
Tb927.11.14680,4.95,4.35
Tb927.8.780,4.79,4.51
Tb927.8.1060,4.64,4.66
Tb927.4.4620,3.27,6.03
Tb927.11.14995,5.77,3.54
Tb927.9.4920,5.51,3.8
Tb927.3.1180,4.64,4.67
Tb927.5.2370,5.62,3.69
Tb927.7.6630,5.37,3.94
Tb927.10.1880,3.22,6.09
Tb927.4.4810,5.77,3.55
Tb11.v5.0534,5.74,3.58
Tb927.1.1530,5.74,3.58
Tb927.11.8420,5.73,3.59
Tb11.v5.0226,5.7,3.62
Tb927.5.410,5.7,3.62
Tb927.10.3220,5.67,3.65
Tb927.8.7050,4.21,5.11
Tb927.10.280,3.24,6.08
Tb927.1.4540,5.76,3.57
Tb927.1.4560,5.76,3.57
Tb927.1.4580,5.76,3.57
Tb927.1.4600,5.76,3.57
Tb927.1.4630,5.76,3.57
Tb927.1.4650,5.76,3.57
Tb11.v5.0705,5.76,3.57
Tb927.4.4090,5.72,3.61
Tb927.11.16560,5.7,3.63
Tb927.11.6290,5.69,3.64
Tb927.11.12910,5.66,3.67
Tb11.v5.1058,5.52,3.81
Tb927.11.8500,5.52,3.81
Tb927.11.8580,5.52,3.81
Tb927.11.8680,5.52,3.81
Tb927.8.3180,5.05,4.28
Tb927.1.4450,4.98,4.35
Tb927.8.8270,4.74,4.59
Tb927.9.13780,3.51,5.82
Tb927.10.13000,3.37,5.96
Tb927.4.830,3.3,6.03
Tb927.3.1960,5.83,3.51
Tb927.11.2320,5.79,3.55
Tb927.5.1590,5.76,3.58
Tb927.11.8220,5.75,3.59
Tb11.v5.0714,5.75,3.59
Tb927.6.3480,5.75,3.59
Tb11.v5.0507,5.72,3.62
Tb927.10.15470,5.72,3.62
Tb11.v5.0426,5.65,3.69
Tb927.1.1640,5.65,3.69
Tb927.4.1290,5.63,3.71
Tb927.8.1680,5.62,3.72
Tb927.11.15170,5.6,3.74
Tb927.11.16930,5.58,3.76
Tb927.6.2450,5.57,3.77
Tb927.7.3710,5.53,3.81
Tb11.v5.0267,5.35,3.99
Tb927.7.4540,5.35,3.99
Tb927.6.1070,5.29,4.05
Tb927.8.5130,4.51,4.83
Tb927.9.10080,3.49,5.85
Tb927.11.11870,3.45,5.89
Tb927.11.17040,3.32,6.02
Tb927.11.18690,3.32,6.02
Tb927.11.1650,3.29,6.05
Tb927.7.4800,3.28,6.06
Tb927.11.9820,3.27,6.07
Tb927.9.7380,5.78,3.57
Tb927.9.7430,5.78,3.57
Tb927.6.1010,5.76,3.59
Tb927.6.1020,5.76,3.59
Tb927.6.960,5.76,3.59
Tb927.6.970,5.76,3.59
Tb927.6.980,5.76,3.59
Tb927.8.5480,5.72,3.63
Tb927.11.11630,5.71,3.64
Tb927.10.6580,5.64,3.71
Tb927.11.14570,3.52,5.83
Tb927.11.9295,3.36,5.99
Tb927.9.13580,3.27,6.08
Tb05.5K5.80,5.69,3.66
Tb927.5.4430,5.69,3.66
Tb927.3.5450,5.24,4.11
Tb927.6.4510,5.24,4.11
Tb927.10.3130,4.99,4.36
Tb927.11.15770,5.68,3.68
Tb927.6.4620,5.68,3.68
Tb927.7.2800,5.59,3.77
Tb927.11.14920,5.32,4.04
Tb927.5.2330,4.66,4.7
Tb927.8.1480,4.55,4.81
Tb927.9.15660,3.59,5.77
Tb09.v4.0009,3.59,5.77
Tb927.8.2770,3.46,5.9
Tb927.8.3090,3.29,6.07
Tb927.11.14830,5.68,3.69
Tb927.9.6890,5.35,4.02
Tb927.10.4830,5.27,4.1
Tb927.4.2410,3.4,5.97
Tb927.9.13310,5.91,3.46
Tb927.1.5110,5.79,3.58
Tb927.9.4300,5.75,3.62
Tb927.11.9950,5.53,3.84
Tb927.10.460,5.33,4.04
Tb927.11.5770,4.75,4.62
Tb927.4.1530,4.54,4.83
Tb927.7.4200,3.45,5.92
Tb927.3.1410,3.39,5.98
Tb927.3.750,3.17,6.2
Tb927.10.6900,5.85,3.53
Tb10.v4.0246,5.85,3.53
Tb927.8.4360,5.83,3.55
Tb927.4.480,5.8,3.58
Tb11.v5.0471,5.8,3.58
Tb927.11.15740,5.8,3.58
Tb927.8.2660,5.8,3.58
Tb927.11.9300,5.79,3.59
Tb927.5.3750,5.72,3.66
Tb927.11.10180,5.42,3.96
Tb927.11.16720,5.34,4.04
Tb927.10.4200,5.16,4.22
Tb927.8.8000,5.86,3.52
Tb927.4.4580,5.78,3.6
Tb927.4.4790,5.73,3.65
Tb927.7.1560,5.45,3.93
Tb927.8.5840,5.41,3.97
Tb927.7.1172,3.39,5.99
Tb927.8.6730,5.88,3.51
Tb927.10.13100,5.83,3.56
Tb927.11.13150,5.81,3.58
Tb927.10.15140,5.7,3.69
Tb927.3.890,5.69,3.7
Tb927.4.3410,5.61,3.78
Tb927.11.3110,5.48,3.91
Tb927.10.570,5.34,4.05
Tb927.11.9750,4.35,5.04
Tb927.7.4260,5.81,3.59
Tb927.10.6410,5.56,3.84
Tb927.11.570,3.34,6.06
Tb927.9.720,5.87,3.53
Tb927.8.8110,5.83,3.57
Tb927.7.1190,5.82,3.58
Tb927.10.5690,5.74,3.66
Tb927.10.11230,5.69,3.71
Tb927.4.1160,5.68,3.72
Tb927.9.3650,5.65,3.75
Tb927.11.12070,5.47,3.93
Tb927.8.2750,3.54,5.86
Tb927.5.2670,3.47,5.93
Tb927.9.7830,3.35,6.05
Tb927.6.5095,3.23,6.17
Tb927.10.15910,5.82,3.59
Tb11.v5.0301,5.82,3.59
Tb11.v5.0406,5.82,3.59
Tb927.8.6680,5.82,3.59
Tb927.10.9850,5.77,3.64
Tb11.v5.0885,5.77,3.64
Tb927.3.790,5.71,3.7
Tb927.7.2610,5.54,3.87
Tb927.2.2880,5.38,4.03
Tb927.10.12370,3.3,6.11
Tb927.11.14610,5.79,3.63
Tb927.4.1900,5.73,3.69
Tb927.10.6240,5.66,3.76
Tb927.7.1460,5.52,3.9
Tb11.v5.0272,5.44,3.98
Tb927.10.6340,5.44,3.98
Tb927.2.2580,4.99,4.43
Tb927.11.13410,4.35,5.07
Tb927.4.320,3.3,6.12
Tb927.5.2390,5.87,3.56
Tb927.7.5830,5.82,3.61
Tb927.11.12700,5.75,3.68
Tb927.8.4850,5.7,3.73
Tb927.9.9640,5.27,4.16
Tb927.9.10140,4.88,4.55
Tb927.1.3800,3.52,5.91
Tb927.6.4560,3.45,5.98
Tb927.11.11950,3.38,6.05
Tb927.3.5300,3.3,6.13
Tb927.4.4940,3.2,6.23
Tb11.v5.0832,5.55,3.89
Tb927.10.1800,5.55,3.89
Tb927.8.5390,4.93,4.51
Tb927.1.5170,5.86,3.58
Tb927.5.3650,5.57,3.87
Tb927.10.12450,5.48,3.96
Tb927.8.2220,4.74,4.7
Tb927.4.2790,4.28,5.16
Tb927.9.10510,5.88,3.57
Tb927.11.7820,5.87,3.58
Tb927.8.580,5.71,3.74
Tb927.10.3510,4.78,4.67
Tb927.11.4500,4.64,4.81
Tb927.2.4020,4.56,4.89
Tb927.1.1690,4.5,4.95
Tb927.3.2040,4.28,5.17
Tb927.11.10400,3.4,6.05
Tb11.v5.0364,5.89,3.57
Tb927.10.11140,5.81,3.65
Tb927.11.10040,5.74,3.72
Tb927.9.7090,5.74,3.72
Tb927.8.5720,5.55,3.91
Tb927.10.4170,5.06,4.4
Tb927.7.4090,4.97,4.49
Tb927.5.770,4.56,4.9
Tb927.1.2110,3.26,6.2
Tb927.11.12200,5.72,3.75
Tb927.11.6680,3.2,6.27
Tb927.6.1850,5.87,3.6
Tb927.2.6220,5.86,3.61
Tb927.11.5420,5.86,3.61
Tb927.10.4860,5.82,3.66
Tb927.10.12670,5.77,3.71
Tb927.11.9540,5.66,3.82
Tb927.8.4560,5.07,4.41
Tb927.10.7240,4.9,4.58
Tb927.11.1640,4.63,4.85
Tb927.6.3260,4.57,4.91
Tb927.11.960,4.56,4.92
Tb927.9.4350,3.69,5.79
Tb927.8.3260,3.29,6.19
Tb927.6.4530,3.25,6.23
Tb11.v5.0396,5.43,4.06
Tb927.10.16170,5.43,4.06
Tb927.10.15320,5.95,3.54
Tb10.v4.0217,5.93,3.56
Tb927.11.9140,5.84,3.65
Tb927.9.6760,5.76,3.73
Tb927.8.2970,5.5,3.99
Tb927.9.5390,5.24,4.25
Tb927.6.2290,4.82,4.67
Tb927.6.2310,4.82,4.67
Tb927.6.2350,4.82,4.67
Tb927.11.3750,3.24,6.25
Tb927.7.1950,5.83,3.67
Tb927.7.1970,5.83,3.67
Tb927.7.1980,5.83,3.67
Tb927.8.2560,5.81,3.69
Tb927.11.7250,3.59,5.91
Tb11.v5.0257,3.59,5.91
Tb927.3.5410,3.3,6.2
Tb927.11.17010,6.01,3.5
Tb927.4.810,5.92,3.59
Tb11.v5.0213,5.89,3.62
Tb927.5.291b,5.89,3.62
Tb927.11.15290,5.86,3.65
Tb11.v5.0249,5.84,3.67
Tb927.10.5270,5.84,3.67
Tb927.3.1090,5.71,3.8
Tb927.7.2600,5.68,3.83
Tb927.8.3610,5.61,3.9
Tb927.10.15490,5.55,3.96
Tb927.2.5250,4.74,4.77
Tb927.11.9230,4.5,5.01
Tb927.3.3890,3.36,6.15
Tb927.7.3070,6.02,3.5
Tb927.11.7330,5.9,3.62
Tb927.8.5320,5.89,3.63
Tb11.01.2730,5.66,3.86
Tb927.11.13550,5.96,3.57
Tb927.9.1610,5.93,3.6
Tb927.10.13880,5.59,3.94
Tb927.10.15700,5.35,4.18
Tb11.v5.0201,4.85,4.68
Tb927.10.6090,4.85,4.68
Tb927.1.1000,3.36,6.17
Tb927.3.5600,3.26,6.27
Tb927.5.2760,5.9,3.63
Tb927.8.4130,5.9,3.63
Tb927.7.890,5.82,3.71
Tb927.11.16140,5.11,4.42
Tb927.10.16040,4.91,4.62
Tb927.11.8980,4.44,5.09
Tb927.8.3521,5.96,3.58
Tb927.11.1000,5.92,3.62
Tb927.5.2000,5.92,3.62
Tb927.11.9600,5.87,3.67
Tb927.8.2950,5.74,3.8
Tb927.10.13335,5.72,3.82
Tb927.10.13760,5.5,4.04
Tb927.8.1050,5.28,4.26
Tb927.8.2580,5.13,4.41
Tb927.9.1590,3.27,6.27
Tb927.11.15700,3.25,6.29
Tb927.10.9660,5.73,3.81
Tb927.4.5220,5.61,3.93
Tb927.8.6630,3.28,6.27
Tb927.10.7770,5.96,3.59
Tb927.8.7010,5.76,3.79
Tb927.8.1930,5.71,3.84
Tb927.11.9430,5.69,3.86
Tb927.1.1990,5.66,3.89
Tb927.9.15030,5.62,3.93
Tb05.5K5.20,4.86,4.69
Tb927.5.4360,4.86,4.69
Tb927.11.2010,4.56,4.99
Tb927.4.4880,4.32,5.23
Tb927.11.5250,5.06,4.5
Tb927.10.10600,5.99,3.57
Tb927.8.5820,5.58,3.98
Tb11.v5.0535,4.66,4.9
Tb927.10.10410,4.66,4.9
Tb927.11.13640,5.97,3.6
Tb927.9.3410,5.87,3.7
Tb927.9.8710,5.87,3.7
Tb927.10.9790,5.84,3.73
Tb927.7.1690,5.69,3.88
Tb927.4.3360,5.31,4.26
Tb927.11.11640,5.11,4.46
Tb927.8.2710,4.57,5
Tb927.2.5830,4.39,5.18
Tb927.1.1270,3.37,6.2
Tb11.v5.0357,3.37,6.2
Tb927.10.750,5.99,3.59
Tb927.8.7440,5.98,3.6
Tb927.11.12060,5.97,3.61
Tb927.6.1240,5.93,3.65
Tb927.10.7850,5.9,3.68
Tb927.6.4820,5.76,3.82
Tb927.6.3490,5.57,4.01
Tb927.11.6490,3.47,6.11
Tb927.10.13810,3.4,6.18
Tb927.5.470,3.23,6.35
Tb11.v5.0423,5.98,3.61
Tb927.10.10840,5.98,3.61
Tb927.7.1680,5.81,3.78
Tb927.2.3000,5.63,3.96
Tb927.11.11880,5.17,4.42
Tb927.1.3150,3.42,6.17
Tb927.3.4240,3.41,6.18
Tb927.9.14200,3.27,6.32
Tb927.7.6490,6.04,3.56
Tb927.11.3430,6,3.6
Tb927.10.10000,5.91,3.69
Tb927.8.6290,5.85,3.75
Tb927.4.4980,5.81,3.79
Tb927.11.8320,5.75,3.85
Tb927.11.9070,5.72,3.88
Tb927.3.4550,4.67,4.93
Tb927.8.630,4.27,5.33
Tb927.11.13890,3.36,6.24
Tb927.7.5130,3.27,6.33
Tb927.11.7410,5.98,3.62
Tb927.11.3180,5.99,3.62
Tb927.9.10880,5.97,3.64
Tb927.4.3380,5.96,3.65
Tb927.4.3670,5.93,3.68
Tb927.10.710,5.89,3.72
Tb927.11.7360,5.86,3.75
Tb927.9.11890,4.79,4.82
Tb927.7.2250,4.68,4.93
Tb927.10.5890,4.67,4.94
Tb927.8.7730,3.43,6.18
Tb11.v5.0176,3.28,6.33
Tb927.7.4950,3.28,6.33
Tb927.10.1280,6.05,3.57
Tb927.7.6570,6.02,3.6
Tb927.10.13920,3.53,6.09
Tb927.11.7800,6.15,3.47
Tb927.10.13930,5.95,3.67
Tb927.11.12970,5.95,3.67
Tb927.10.330,5.94,3.68
Tb927.10.4290,5.9,3.72
Tb927.1.4040,5.75,3.87
Tb927.7.3570,5.57,4.05
Tb927.1.3230,4.74,4.88
Tb927.9.3850,6.08,3.55
Tb927.7.7530,6.05,3.58
Tb927.9.14230,6.02,3.61
Tb927.8.3450,5.51,4.12
Tb927.11.5480,4.78,4.85
Tb927.8.5410,4.61,5.02
Tb927.9.6660,4.37,5.26
Tb927.9.6620,3.21,6.42
Tb927.9.8380,5.99,3.64
Tb927.2.4650,5.98,3.65
Tb927.10.7910,5.82,3.81
Tb927.9.9970,5.7,3.93
Tb927.9.12090,4.9,4.73
Tb927.4.4630,3.31,6.32
Tb927.11.15675,6.09,3.55
Tb927.11.8750,6.07,3.57
Tb927.5.1620,6.06,3.58
Tb927.11.7710,6.04,3.6
Tb927.11.7180,5.83,3.81
Tb927.7.3990,5.1,4.54
Tb927.10.4160,6.02,3.63
Tb927.9.10060,6.02,3.63
Tb927.2.4160,5.77,3.88
Tb927.10.12620,4.47,5.18
Tb927.9.9140,6.07,3.58
Tb927.3.3680,5.97,3.68
Tb927.8.2720,5.68,3.97
Tb927.11.5970,3.31,6.34
Tb927.9.16490,6.1,3.56
Tb927.5.600,6,3.66
Tb927.11.1810,5.8,3.86
Tb927.2.6080,5.73,3.93
Tb927.8.6040,5.69,3.97
Tb927.9.11740,5.68,3.98
Tb927.10.11730,5.24,4.42
Tb927.1.1080,5.09,4.57
Tb927.11.9190,5.03,4.63
Tb927.7.1070,4.89,4.77
Tb927.6.1180,4.88,4.78
Tb927.4.1440,3.62,6.04
Tb927.10.1615,3.41,6.25
Tb927.3.2080,3.28,6.38
Tb927.11.3550,6.04,3.63
Tb927.11.12490,5.84,3.83
Tb11.v5.0800,5.77,3.9
Tb927.10.3120,3.35,6.32
Tb927.5.720,6.18,3.5
Tb927.5.730,6.18,3.5
Tb927.7.4880,6.1,3.58
Tb927.4.850,6.08,3.6
Tb927.10.4780,6.05,3.63
Tb927.9.6470,6.03,3.65
