GeneID,bsf,pcf
Tb927.4.4500,4.54,3.51
Tb927.11.10500,4.48,3.58
Tb927.11.16920,4.37,3.69
Tb927.7.6050,4.53,3.54
Tb927.11.15280,4.45,3.62
Tb927.6.3230,4.44,3.63
Tb11.v5.0556,4.2,3.87
Tb927.10.1910,4.2,3.87
Tb927.9.6410,4.06,4.02
Tb927.7.6730,4.54,3.54
Tb927.2.4720,4.49,3.59
Tb11.v5.0836,4.47,3.61
Tb927.8.7460,4.47,3.61
Tb927.11.12510,4.57,3.52
Tb927.11.790,4.46,3.63
Tb927.4.5380,4.46,3.63
Tb927.10.12320,4.45,3.64
Tb11.v5.0306,4.42,3.67
Tb927.10.15970,4.42,3.67
Tb927.8.6100,4.41,3.68
Tb927.5.4280,4.35,3.74
Tb11.v5.0528,4.19,3.9
Tb927.10.590,4.19,3.9
Tb927.9.8540,3.22,4.87
Tb927.7.6300,3.18,4.91
Tb927.3.5480,4.52,3.58
Tb11.0540,4.51,3.59
Tb927.10.1150,4.51,3.59
Tb927.9.11830,4.47,3.64
Tb927.11.13740,3.28,4.83
Tb927.7.1480,4.6,3.52
Tb11.v5.0833,4.55,3.57
Tb927.10.890,4.55,3.57
Tb927.10.10990,4.51,3.61
Tb927.3.4220,4.57,3.55
Tb927.11.16440,4.54,3.58
Tb927.5.3500,4.29,3.83
Tb927.7.520,4.23,3.89
Tb927.2.2220,4.43,3.7
Tb927.3.5190,4.39,3.74
Tb927.7.7220,3.26,4.87
Tb11.v5.0717,4.57,3.56
Tb927.10.7890,4.57,3.56
Tb927.10.14420,4.49,3.65
Tb927.11.1340,3.23,4.91
Tb927.11.12580,4.66,3.49
Tb927.6.880,4.42,3.73
Tb927.5.1980,4.51,3.65
Tb927.8.5750,4.44,3.72
Tb927.3.3810,4.41,3.75
Tb927.10.13200,4.39,3.77
Tb11.v5.0897,4.39,3.77
Tb927.3.2690,4.27,3.89
Tb927.6.920,4.19,3.97
Tb11.0340,4.63,3.54
Tb927.11.7660,4.63,3.54
Tb927.8.1670,4.61,3.56
Tb927.11.13560,4.61,3.56
Tb11.v5.0151,4.5,3.67
Tb927.7.4660,4.5,3.67
Tb927.10.5440,4.44,3.73
Tb927.10.5570,4.44,3.73
Tb927.11.12930,3.78,4.39
Tb927.11.14800,4.59,3.59
Tb927.8.2110,4.59,3.59
Tb11.v5.0147,4.58,3.6
Tb927.7.4600,4.58,3.6
Tb927.11.12390,4.55,3.63
Tb927.4.2120,4.54,3.64
Tb927.8.850,4.53,3.65
Tb927.6.2630,4.48,3.7
Tb927.5.3150,4.35,3.83
Tb927.7.2620,3.26,4.92
Tb927.5.3080,4.68,3.51
Tb927.10.12920,4.6,3.6
Tb927.10.14230,4.57,3.63
Tb927.11.8370,4.53,3.67
Tb927.7.6480,4.52,3.68
Tb927.9.6730,4.51,3.69
Tb927.8.2890,4.45,3.75
Tb11.v5.0244,3.38,4.82
Tb927.10.5320,3.38,4.82
Tb927.9.13010,4.64,3.57
Tb927.11.10360,3.32,4.89
Tb11.v5.0985,4.72,3.49
Tb927.5.130,4.72,3.49
Tb927.7.870,4.67,3.55
Tb927.10.2920,4.63,3.59
Tb927.11.13600,4.59,3.63
Tb927.11.8730,3.38,4.84
Tb927.6.2470,3.3,4.92
Tb927.4.1030,4.61,3.61
Tb927.6.2990,4.57,3.65
Tb927.10.1530,4.56,3.67
Tb927.11.7790,3.3,4.93
Tb927.10.620,4.75,3.49
Tb927.4.4430,4.74,3.5
Tb927.5.3320,4.69,3.55
Tb11.v5.0150,4.68,3.56
Tb927.7.4650,4.68,3.56
Tb927.7.1450,4.67,3.57
Tb927.5.1720,4.59,3.65
Tb927.1.4480,4.56,3.68
Tb927.10.6790,4.46,3.78
Tb927.2.4460,4.44,3.8
Tb11.v5.0842,4.2,4.04
Tb927.10.5850,4,4.24
Tb927.6.4400,3.31,4.93
Tb927.6.4450,3.31,4.93
Tb927.10.7820,3.22,5.02
Tb927.11.1170,4.73,3.52
Tb927.10.640,4.69,3.56
Tb927.3.5590,4.62,3.63
Tb927.7.600,4.6,3.65
Tb927.10.2030,4.58,3.67
Tb927.10.6170,4.3,3.95
Tb927.9.14280,4.71,3.55
Tb927.7.5270,4.59,3.67
Tb927.11.13480,4.54,3.72
Tb927.11.1460,4.52,3.74
Tb927.7.3100,3.54,4.72
Tb927.7.500,3.22,5.04
Tb11.v5.0805,4.68,3.59
Tb927.10.14400,4.68,3.59
Tb927.10.3800,4.63,3.64
Tb927.10.11480,4.55,3.72
Tb927.3.4490,4.54,3.73
Tb927.9.2780,4.76,3.52
Tb927.9.6420,4.59,3.69
Tb11.v5.0634,4.69,3.59
Tb927.6.3520,4.69,3.59
Tb927.8.3190,4.69,3.59
Tb927.4.4440,4.65,3.63
Tb927.7.2230,4.53,3.75
Tb927.11.11500,4.68,3.61
Tb927.10.12880,4.68,3.61
Tb927.9.15680,4.67,3.62
Tb927.10.15550,4.63,3.66
Tb927.5.3670,4.56,3.73
Tb927.8.6120,3.27,5.02
Tb927.4.4900,4.77,3.53
Tb927.3.1070,4.61,3.69
Tb927.10.11550,4.61,3.69
Tb927.1.1920,4.58,3.72
Tb927.11.5940,3.33,4.97
Tb927.10.3610,3.27,5.03
Tb927.4.4970,3.12,5.18
Tb927.8.8070,4.8,3.51
Tb05.5K5.240,4.77,3.54
Tb11.v5.0367,4.77,3.54
Tb927.5.4600,4.77,3.54
Tb927.11.12160,4.6,3.71
Tb927.11.15470,4.55,3.76
Tb11.v5.0544,4.55,3.76
Tb927.7.4130,4.35,3.96
Tb927.1.4700,3.46,4.85
Tb927.8.7290,3.34,4.97
Tb927.10.11420,3.3,5.01
Tb927.3.1610,4.69,3.62
Tb927.11.8720,4.77,3.55
Tb927.9.4820,4.7,3.62
Tb927.6.3990,4.63,3.69
Tb927.7.4150,4.62,3.7
Tb927.9.4620,4.6,3.72
Tb11.v5.0627,4.53,3.79
Tb927.10.13680,4.53,3.79
Tb927.11.5690,4.76,3.57
Tb927.10.15680,4.72,3.61
Tb927.8.1900,4.71,3.62
Tb927.5.1330,4.7,3.63
Tb927.10.950,4.76,3.58
Tb927.8.3720,4.74,3.6
Tb927.4.740,4.72,3.62
Tb927.11.2290,4.66,3.68
Tb927.11.7220,4.59,3.75
Tb11.v5.0260,4.59,3.75
Tb927.1.610,4.51,3.83
Tb927.8.2610,4.49,3.85
Tb927.7.4050,3.48,4.86
Tb927.11.5260,4.68,3.67
Tb927.8.5690,4.58,3.77
Tb927.10.8390,4.57,3.78
Tb927.10.1120,4.54,3.82
Tb927.8.7030,4.81,3.56
Tb927.2.2210,4.77,3.6
Tb927.2.3730,4.68,3.69
Tb927.10.8610,3.31,5.06
Tb11.v5.0760,4.78,3.59
Tb927.10.980,4.78,3.59
Tb927.8.6370,4.74,3.63
Tb927.10.12020,4.74,3.63
Tb927.11.4020,3.26,5.11
Tb927.11.5580,4.88,3.5
Tb927.11.3020,4.81,3.57
Tb11.v5.0852,4.8,3.58
Tb927.10.11670,4.58,3.8
Tb11.v5.0581,4.94,3.45
Tb927.8.2090,4.65,3.74
Tb927.1.2980,3.59,4.81
Tb927.11.4150,4.8,3.6
Tb927.3.5510,4.62,3.78
Tb927.1.1140,3.27,5.13
Tb11.v5.0227,4.89,3.52
Tb11.v5.0421,4.89,3.52
Tb927.5.350,4.89,3.52
Tb927.5.400,4.89,3.52
Tb927.9.8570,4.89,3.52
Tb927.7.1900,4.82,3.59
Tb927.11.9405,4.81,3.6
Tb11.v5.0845,4.8,3.61
Tb11.v5.0846,4.8,3.61
Tb927.10.13260,4.8,3.61
Tb927.6.1630,4.78,3.63
Tb927.7.6920,3.29,5.12
Tb927.4.3920,3.23,5.18
Tb927.3.1460,4.79,3.63
Tb927.3.1525,4.79,3.63
Tb927.10.1180,4.73,3.69
Tb927.10.7520,4.71,3.71
Tb927.7.5370,4.7,3.72
Tb927.8.790,4.41,4.01
Tb927.11.1760,3.19,5.23
Tb11.v5.0452,4.83,3.6
Tb927.10.8770,4.83,3.6
Tb927.10.6140,4.79,3.64
Tb11.v5.0206,4.79,3.64
Tb927.11.5560,4.74,3.69
Tb11.v5.0372,4.73,3.7
Tb927.1.1310,4.73,3.7
Tb927.11.8110,4.89,3.55
Tb927.4.2490,4.77,3.67
Tb927.4.3440,4.64,3.8
Tb927.10.5500,4.52,3.92
Tb927.7.2480,3.35,5.09
Tb927.11.860,4.78,3.66
Tb927.11.4760,3.21,5.23
Tb927.9.11690,4.95,3.5
Tb927.3.4470,4.8,3.65
Tb927.5.1180,4.76,3.69
Tb927.9.10670,4.74,3.71
Tb927.10.9200,4.42,4.03
Tb927.7.1570,4.2,4.25
Tb11.v5.0692,3.51,4.94
Tb927.5.3000,3.51,4.94
Tb11.02.5100b,3.46,4.99
Tb927.11.7214,3.46,4.99
Tb927.9.13140,4.88,3.58
Tb927.11.7070,4.8,3.66
Tb927.3.2020,4.79,3.67
Tb927.10.15190,4.93,3.54
Tb927.2.1780,4.92,3.55
Tb11.v5.0765,4.92,3.55
Tb927.8.7760,4.84,3.63
Tb927.7.5710,4.86,3.61
Tb927.3.600,4.87,3.61
Tb927.4.4930,4.87,3.61
Tb927.11.10550,4.64,3.84
Tb927.7.3670,4.63,3.85
Tb927.7.7270,4.6,3.88
Tb927.11.2000,3.49,4.99
Tb927.11.4240,3.27,5.21
Tb927.2.1760,3.25,5.23
Tb927.11.15160,4.95,3.54
Tb927.3.2140,4.85,3.64
Tb927.9.13290,4.84,3.65
Tb927.7.850,4.84,3.65
Tb927.8.1350,4.84,3.65
Tb927.11.13350,4.73,3.76
Tb927.7.2420,4.59,3.9
Tb927.3.770,3.21,5.28
Tb927.9.10050,3.21,5.28
Tb927.8.5910,4.96,3.54
Tb11.v5.0338,4.94,3.56
Tb927.10.5090,4.94,3.56
Tb11.v5.0716,4.91,3.59
Tb927.11.14720,4.91,3.59
Tb927.10.11840,4.87,3.63
Tb927.1.1890,4.84,3.66
Tb927.11.7770,4.84,3.66
Tb927.4.4180,4.84,3.66
Tb927.8.1070,4.82,3.68
Tb927.7.7170,4.23,4.27
Tb927.11.170,3.26,5.24
Tb927.11.1950,5.03,3.48
Tb11.v5.0192,4.93,3.58
Tb927.10.5970,4.93,3.58
Tb927.11.6910,4.9,3.61
Tb927.10.5600,4.89,3.62
Tb927.1.730,4.79,3.72
Tb927.9.3680,4.46,4.05
Tb927.6.870,3.29,5.22
Tb927.4.2250,3.29,5.22
Tb927.8.970,4.99,3.53
Tb927.11.5070,4.93,3.59
Tb927.3.2850,4.93,3.59
Tb927.9.5330,4.9,3.62
Tb927.10.3530,4.87,3.65
Tb927.3.5230,4.86,3.66
Tb927.11.10630,4.85,3.67
Tb927.11.1590,4.84,3.68
Tb927.10.8130,4.82,3.7
Tb927.6.650,3.98,4.54
Tb927.7.3800,3.4,5.12
Tb927.6.4030,3.24,5.28
Tb927.5.1370,3.23,5.29
Tb11.v5.0570,5.02,3.51
Tb927.11.2350,4.97,3.56
Tb927.1.4890,4.96,3.57
Tb927.11.14110,4.88,3.65
Tb927.11.6260,4.88,3.65
Tb927.3.2060,4.84,3.69
Tb927.11.14670,3.19,5.34
Tb927.11.7750,4.95,3.58
Tb927.8.6540,4.94,3.59
Tb927.9.15230,4.91,3.62
Tb927.11.5740,4.83,3.7
Tb927.6.760,3.37,5.16
Tb927.6.770,3.37,5.16
Tb927.6.780,3.37,5.16
Tb927.6.790,3.37,5.16
Tb927.6.800,3.37,5.16
Tb927.11.4260,5.02,3.52
Tb927.11.11600,4.95,3.59
Tb927.11.15110,4.92,3.62
Tb927.11.4940,4.78,3.76
Tb927.10.13150,4.78,3.76
Tb927.11.8460,4.9,3.64
Tb927.9.12080,5,3.55
Tb927.10.8800,4.97,3.58
Tb927.8.2730,4.94,3.61
Tb11.v5.0647,4.79,3.76
Tb927.11.6580,4.79,3.76
Tb927.5.3070,4.59,3.96
Tb927.8.3320,3.45,5.1
Tb11.v5.0519,3.45,5.1
Tb927.8.1280,5.02,3.54
Tb927.9.9030,5.01,3.55
Tb927.3.4570,4.97,3.59
Tb927.5.4575,4.97,3.59
Tb927.10.250,4.85,3.71
Tb927.5.2340,4.77,3.79
Tb927.2.2020,4.96,3.6
Tb927.3.3620,4.96,3.6
Tb927.9.9600,4.63,3.93
Tb927.9.12470,5.04,3.53
Tb927.11.13790,5.03,3.54
Tb927.11.12370,4.99,3.58
Tb927.10.9090,4.96,3.61
Tb927.11.3820,4.94,3.63
Tb927.10.3480,4.87,3.7
Tb927.11.3670,4.76,3.81
Tb927.9.7580,3.3,5.27
Tb927.5.2460,5.01,3.57
Tb927.3.1880,5,3.58
Tb04.24M18.150,4.99,3.59
Tb927.7.5250,4.93,3.65
Tb927.7.6750,4.93,3.65
Tb927.3.4150,4.89,3.69
Tb927.11.16420,4.85,3.73
Tb927.10.4910,3.73,4.85
Tb927.4.2150,5.14,3.45
Tb927.11.830,4.96,3.63
Tb927.3.2610,4.93,3.66
Tb927.3.1420,4.83,3.76
Tb927.5.1550,4.6,3.99
Tb927.11.9090,5.08,3.52
Tb927.1.3670,5.04,3.56
Tb11.v5.0696,5.02,3.58
Tb927.4.5000,5.02,3.58
Tb11.v5.0568,5,3.6
Tb927.10.6590,5,3.6
Tb11.v5.0735,4.95,3.65
Tb927.7.5630,4.88,3.72
Tb927.11.6220,4.87,3.73
Tb927.8.1690,4.66,3.94
Tb927.11.660,4.56,4.04
Tb927.9.13630,3.19,5.41
Tb927.11.16360,4.98,3.62
Tb927.2.4970,4.98,3.62
Tb927.5.3880,4.61,3.99
Tb927.8.4840,5.11,3.5
Tb927.1.4730,5.09,3.52
Tb927.11.7620,5.02,3.59
Tb927.10.9380,4.97,3.64
Tb927.8.1020,4.96,3.65
Tb11.v5.0792,4.81,3.8
Tb927.8.3350,4.81,3.8
Tb927.11.11310,3.46,5.15
Tb11.v5.0899,3.4,5.22
Tb927.10.4870,3.4,5.22
Tb927.4.3760,4.99,3.63
Tb927.1.4780,4.94,3.68
Tb927.6.2760,4.36,4.26
Tb927.10.8115,3.54,5.08
Tb927.4.4030,4.29,4.34
Tb927.11.8020,3.28,5.35
Tb927.11.7010,4.98,3.65
Tb927.8.7060,4.98,3.65
Tb927.10.8990,4.91,3.72
Tb927.10.3680,5.13,3.51
Tb927.11.9500,5,3.64
Tb927.9.10950,4.99,3.65
Tb927.9.15400,4.98,3.66
Tb927.4.2265,4.96,3.68
Tb927.11.16210,4.89,3.75
Tb927.2.4000,4.8,3.84
Tb927.11.16700,4.76,3.88
Tb927.7.1610,4.75,3.89
Tb927.8.5620,4.67,3.97
Tb927.11.5200,3.41,5.23
Tb927.7.4110,3.29,5.35
Tb927.10.14440,3.29,5.35
Tb927.7.810,5.09,3.56
Tb927.10.10200,5.04,3.61
Tb927.6.3320,4.99,3.66
Tb927.11.15790,4.99,3.66
Tb927.10.15480,4.93,3.72
Tb927.1.1010,4.25,4.4
Tb927.9.5630,3.39,5.26
Tb927.4.4220,3.29,5.36
Tb11.v5.0394,5.06,3.6
Tb927.11.13330,5.06,3.6
Tb927.4.4510,5.05,3.61
Tb927.9.10150,4.98,3.68
Tb927.10.9670,4.88,3.78
Tb927.4.2580,3.77,4.89
Tb927.9.11350,3.54,5.12
Tb927.5.2650,3.37,5.29
Tb927.11.13390,5.19,3.48
Tb11.v5.0194,5.06,3.61
Tb927.10.6000,5.06,3.61
Tb927.10.16180,5.04,3.63
Tb927.8.3850,5.03,3.64
Tb927.2.3660,4.98,3.69
Tb11.v5.0450,4.98,3.69
Tb11.v5.0451,4.98,3.69
Tb927.10.15450,4.93,3.74
Tb927.10.7000,4.84,3.83
Tb927.7.7100,4.36,4.31
Tb927.4.2440,3.33,5.34
Tb11.v5.0482,3.33,5.34
Tb927.11.2720,3.33,5.34
Tb927.8.6840,5.2,3.48
Tb927.11.16240,5.12,3.56
Tb927.7.5010,5.12,3.56
Tb927.11.14740,5.1,3.58
Tb927.8.3040,5.08,3.6
Tb927.11.8240,5.07,3.61
Tb927.3.2740,5.03,3.65
Tb927.7.3760,5.02,3.66
Tb927.4.3830,4.9,3.78
Tb927.4.1820,4.88,3.8
Tb927.11.15890,3.46,5.22
Tb927.11.8470,3.3,5.38
Tb927.8.7230,3.27,5.41
Tb927.5.2120,5.08,3.61
Tb927.5.3290,5,3.69
Tb927.9.13250,4.09,4.6
Tb927.11.5900,3.35,5.34
Tb927.9.2630,4.98,3.71
Tb927.11.20730,5.21,3.49
Tb927.4.3030,5.12,3.58
Tb927.6.440,5.11,3.59
Tb11.v5.0758,5.09,3.61
Tb927.1.4140,5.09,3.61
Tb927.4.4680,5.08,3.62
Tb927.8.5420,3.19,5.51
Tb927.10.16070,5.14,3.57
Tb927.11.3150,5.14,3.57
Tb927.9.9170,5.1,3.61
Tb11.v5.0752,5.09,3.62
Tb927.11.6930,5.08,3.63
Tb927.11.15710,5.07,3.64
Tb927.8.6600,4.91,3.8
Tb927.9.15940,5.14,3.58
Tb927.4.550,5.13,3.59
Tb927.11.8940,5.09,3.63
Tb11.v5.0680,5.06,3.66
Tb927.10.9100,5.06,3.66
Tb927.6.1760,4.93,3.79
Tb927.11.5570,4.7,4.02
Tb927.10.6450,3.3,5.42
Tb927.11.10050,5.16,3.56
Tb927.11.15090,5.16,3.56
Tb927.11.2880,5.12,3.6
Tb927.7.2280,5.12,3.6
Tb927.9.9280,5.12,3.6
Tb927.10.1680,5.08,3.64
Tb927.7.4350,5.07,3.65
Tb927.8.770,5.03,3.69
Tb927.4.1570,4.99,3.73
Tb927.9.2220,4.94,3.78
Tb927.2.2490,5.26,3.47
Tb927.11.2210,5.2,3.53
Tb927.3.3080,5.18,3.55
Tb927.7.480,5.14,3.59
Tb927.4.3630,5.13,3.6
Tb927.10.4230,5.13,3.6
Tb927.3.4100,5.11,3.62
Tb927.2.1740,5.09,3.64
Tb927.10.6600,5.05,3.68
Tb927.9.9690,4.87,3.86
Tb927.10.1460,4.82,3.91
Tb11.v5.0278,5.21,3.53
Tb927.10.6280,5.21,3.53
Tb927.8.7960,5.12,3.62
Tb927.11.4040,5.05,3.69
Tb927.4.1910,5.03,3.71
Tb927.9.3670,3.36,5.38
Tb927.10.8570,5.21,3.54
Tb927.6.2850,5.09,3.66
Tb927.9.12450,5.07,3.68
Tb927.5.2630,5.05,3.7
Tb927.2.2720,4.99,3.76
Tb927.11.11390,4.9,3.85
Tb927.10.6150,4.67,4.08
Tb11.v5.0207,4.67,4.08
Tb927.2.2590,3.29,5.46
Tb927.9.15590,5.18,3.58
Tb927.9.2490,5.17,3.59
Tb927.6.580,5.14,3.62
Tb927.10.7360,5.13,3.63
Tb927.9.6390,5.13,3.63
Tb927.11.7120,5.12,3.64
Tb927.10.15510,5.12,3.64
Tb927.5.3100,5.1,3.66
Tb927.4.1130,5.07,3.69
Tb927.5.2440,4.99,3.77
Tb927.3.3400,4.92,3.84
Tb11.v5.0831,4.92,3.84
Tb927.9.13150,4.88,3.88
Tb927.11.10390,4.87,3.89
Tb927.10.16090,3.46,5.3
Tb927.6.3960,5.31,3.46
Tb927.6.3410,5.25,3.52
Tb11.v5.0205,5.21,3.56
Tb927.10.6130,5.21,3.56
Tb927.10.8380,5.14,3.63
Tb927.7.2530,5.12,3.65
Tb927.3.5140,5.07,3.7
Tb927.10.10180,5.04,3.73
Tb927.6.2040,4.88,3.89
Tb927.2.4800,3.48,5.29
Tb927.10.1600,3.41,5.36
Tb927.9.15040,3.39,5.38
Tb927.9.3340,3.33,5.44
Tb927.9.15650,5.27,3.51
Tb927.11.10970,5.17,3.61
Tb927.10.5560,5.1,3.68
Tb927.2.2450,5.01,3.77
Tb927.10.9070,4.84,3.94
Tb927.4.4250,5.23,3.55
Tb927.4.4270,5.23,3.55
Tb927.4.4290,5.23,3.55
Tb927.8.4600,5.16,3.62
Tb927.10.2330,5.12,3.66
Tb927.10.9420,5.03,3.75
Tb927.7.6190,5.3,3.49
Tb927.11.5080,5.29,3.5
Tb927.6.3180,5.25,3.54
Tb927.8.7890,5.21,3.58
Tb927.8.7930,5.21,3.58
Tb927.2.2240,5.14,3.65
Tb11.v5.0517,5.13,3.66
Tb927.11.4050,5.13,3.66
Tb927.2.2830,5.13,3.66
Tb927.10.7870,5,3.79
Tb927.9.1400,4.95,3.84
Tb927.9.14260,4.84,3.95
Tb11.v5.0737,4.72,4.07
Tb927.8.3920,4.72,4.07
Tb927.11.9620,5.11,3.68
Tb927.11.9620,5.11,3.68
Tb927.8.2830,5.29,3.51
Tb927.4.4520,5.26,3.54
Tb927.2.6150,5.24,3.56
Tb927.6.220,5.24,3.56
Tb09.v4.0151,5.24,3.56
Tb927.11.13850,5.22,3.58
Tb927.7.6650,5.22,3.58
Tb927.9.1420,5.21,3.59
Tb927.10.7540,5.2,3.6
Tb927.7.6310,5.15,3.65
Tb927.11.9650,5.14,3.66
Tb927.10.8100,5.07,3.73
Tb927.10.10070,4.91,3.89
Tb927.9.8760,4.52,4.28
Tb927.10.14020,3.59,5.21
Tb927.10.3290,3.25,5.55
Tb927.4.3730,5.3,3.51
Tb927.11.9665,5.27,3.54
Tb11.v5.0657,4.39,4.42
Tb927.6.5150,4.39,4.42
Tb927.5.420,5.25,3.56
Tb927.4.1070,5.21,3.6
Tb927.9.9310,4.65,4.16
Tb927.3.4610,4.48,4.33
Tb927.10.13600,3.19,5.62
Tb927.11.4730,5.3,3.52
Tb927.8.6590,5.24,3.58
Tb927.11.12250,5.23,3.59
Tb927.10.8150,5.2,3.62
Tb11.v5.0614,4.6,4.22
Tb927.2.2650,4.6,4.22
Tb927.7.5280,3.85,4.97
Tb927.4.1880,3.33,5.49
Tb927.10.9370,5.29,3.54
Tb927.6.2430,5.23,3.6
Tb927.8.7220,5.23,3.6
Tb11.v5.0240,5.23,3.6
Tb927.10.5170,5.23,3.6
Tb927.10.11880,5.22,3.61
Tb927.2.4140,3.58,5.25
Tb927.10.4030,3.42,5.41
Tb927.11.7830,5.32,3.52
Tb927.9.9380,5.27,3.57
Tb927.9.12740,5.22,3.62
Tb927.11.5860,5.07,3.77
Tb927.2.2260,4.82,4.02
Tb09.v4.0106,3.23,5.61
Tb927.9.15980,3.23,5.61
Tb927.11.6690,5.29,3.56
Tb927.10.8410,5.28,3.57
Tb927.10.14880,5.22,3.63
Tb927.11.1280,5.12,3.73
Tb927.11.15500,5.08,3.77
Tb11.v5.0892,4.93,3.92
Tb927.11.12300,3.42,5.43
Tb927.8.6490,3.39,5.46
Tb927.10.2960,3.3,5.55
Tb927.4.1730,5.3,3.56
Tb927.3.1700,5.28,3.58
Tb927.11.5120,5.27,3.59
Tb09.v4.0017,5.25,3.61
Tb927.9.15930,5.25,3.61
Tb927.10.11810,5.23,3.63
Tb927.10.15570,5.21,3.65
Tb11.v5.0555,5.1,3.76
Tb927.10.5390,5.1,3.76
Tb11.v5.0784,3.3,5.56
Tb927.11.1480,3.3,5.56
Tb927.1.2820,3.3,5.56
Tb927.1.2850,3.3,5.56
Tb927.1.2880,3.3,5.56
Tb927.9.730,5.27,3.6
Tb927.11.12270,5.22,3.65
Tb927.10.780,5.4,3.47
Tb927.8.7000,5.28,3.59
Tb927.2.370,5.24,3.63
Tb927.3.920,5.15,3.72
Tb927.9.3460,4.84,4.03
Tb927.4.5020,4.67,4.2
Tb927.11.3080,3.59,5.28
Tb11.v5.0590,3.41,5.46
Tb927.7.5620,3.41,5.46
Tb927.10.9680,5.27,3.61
Tb927.11.1240,5.27,3.61
Tb927.11.16070,5.25,3.63
Tb927.8.7560,5.12,3.76
Tb927.8.2060,4.79,4.09
Tb927.6.5140,3.33,5.55
Tb927.10.9300,5.28,3.6
Tb927.4.530,5.28,3.6
Tb927.9.8655,5.24,3.64
Tb927.9.3350,5.23,3.65
Tb927.3.4020,4.15,4.73
Tb927.11.8010,3.72,5.16
Tb927.7.7470,3.35,5.53
Tb927.2.2900,5.26,3.63
Tb11.v5.0402,5.26,3.63
Tb927.9.15580,5.26,3.63
Tb927.3.4440,5.08,3.81
Tb927.4.2860,4.95,3.94
Tb927.3.5160,4.55,4.34
Tb11.v5.0701,3.34,5.55
Tb927.10.2210,3.34,5.55
Tb927.4.5190,3.2,5.69
Tb927.10.4580,5.31,3.59
Tb927.10.9950,5.06,3.84
Tb927.10.7080,4.43,4.47
Tb927.11.10250,5.36,3.54
Tb927.11.14540,5.32,3.58
Tb927.10.7985,5.24,3.66
Tb927.7.5150,5.19,3.71
Tb927.1.3280,5.18,3.72
Tb927.9.12330,5.18,3.72
Tb927.11.16530,3.94,4.96
Tb927.7.1030,3.61,5.29
Tb11.v5.0991,3.49,5.41
Tb927.11.1780,3.49,5.41
Tb927.11.9340,3.21,5.69
Tb927.3.5120,5.33,3.58
Tb927.4.4460,5.32,3.59
Tb927.5.3050,5.2,3.71
Tb927.10.13330,5.15,3.76
Tb11.v5.0893,5.15,3.76
Tb927.10.10650,5.05,3.86
Tb927.10.3740,4.92,3.99
Tb927.5.3960,3.57,5.34
Tb927.10.12640,5.34,3.58
Tb927.10.6710,5.24,3.68
Tb927.4.3940,5.16,3.76
Tb927.10.11170,5.16,3.76
Tb927.7.4360,5.12,3.8
Tb927.5.830,5.08,3.84
Tb927.11.5630,5.07,3.85
Tb927.11.16850,5.06,3.86
Tb927.4.5240,3.42,5.5
Tb927.9.6100,3.29,5.63
Tb927.8.7470,5.39,3.54
Tb927.11.11075,5.38,3.55
Tb927.10.11070,5.37,3.56
Tb927.4.4590,5.3,3.63
Tb927.10.13090,5.27,3.66
Tb927.11.15610,5.25,3.68
Tb927.9.5620,5.23,3.7
Tb927.11.12330,5.21,3.72
Tb927.4.1410,5.21,3.72
Tb927.9.12710,5.14,3.79
Tb927.10.12600,5.13,3.8
Tb927.5.820,4.89,4.04
Tb927.11.10590,4.08,4.85
Tb927.4.700,5.41,3.53
Tb927.3.3910,5.39,3.55
Tb927.10.2580,5.09,3.85
Tb927.9.14420,3.26,5.68
Tb927.5.1050,3.22,5.72
Tb927.10.7270,5.32,3.62
Tb927.9.3860,5.32,3.62
Tb927.11.14470,5.03,3.91
Tb927.4.5060,3.21,5.73
Tb927.1.1820,5.35,3.6
Tb927.10.15690,5.34,3.61
Tb927.7.2520,5.34,3.61
Tb927.11.4220,5.29,3.66
Tb927.3.2430,5.28,3.67
Tb927.7.1440,5.21,3.74
Tb927.11.10940,5.06,3.89
Tb927.7.2960,5,3.95
Tb927.10.4840,4.99,3.96
Tb927.1.3860,4.56,4.39
Tb927.9.9300,3.84,5.11
Tb11.v5.0425,3.3,5.65
Tb11.v5.0431,3.3,5.65
Tb927.6.200,3.3,5.65
Tb927.10.16060,3.17,5.78
Tb927.10.2690,5.23,3.72
Tb927.10.14250,3.22,5.73
Tb927.1.1910,5.18,3.78
Tb927.4.3420,5.36,3.6
Tb927.9.9180,5.36,3.6
Tb927.8.4440,5.12,3.84
Tb927.9.13360,4.73,4.23
Tb927.11.4520,4.7,4.26
Tb927.9.13620,4.41,4.55
Tb927.10.9010,5.43,3.54
Tb927.4.4750,5.31,3.66
Tb11.v5.0745,4.76,4.21
Tb927.10.9180,4.76,4.21
Tb927.11.16170,5.44,3.53
Tb927.3.3860,5.37,3.6
Tb927.3.3870,5.37,3.6
Tb927.11.12310,5.24,3.73
Tb927.1.1880,4.9,4.07
Tb927.7.4860,5.48,3.5
Tb11.v5.0168,5.48,3.5
Tb927.9.8610,5.37,3.61
Tb927.11.6560,5.34,3.64
Tb927.8.1040,5.34,3.64
Tb927.11.9520,5.25,3.73
Tb927.7.6320,5.2,3.78
Tb927.8.670,5.13,3.85
Tb927.5.4370,5.08,3.9
Tb927.5.3370,5.06,3.92
Tb927.10.13820,3.4,5.58
Tb927.2.4200,3.35,5.63
Tb927.7.3200,3.33,5.65
